File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF990SEI	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF615YND/	11161913	Gene Yeo, UCSD	65f14f26f608624951cd17ef8d2a6fc8		https://www.encodeproject.org/files/ENCFF990SEI/@@download/ENCFF990SEI.bigWig				released	s3://encode-public/2018/04/29/e4920977-2ecd-4b0d-b585-f31b40905c75/ENCFF990SEI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/e4920977-2ecd-4b0d-b585-f31b40905c75/ENCFF990SEI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF886TQE	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF072DMC/	15248036	Gene Yeo, UCSD	eb7a540cc439c03d698b73d7bf3a92f7		https://www.encodeproject.org/files/ENCFF886TQE/@@download/ENCFF886TQE.bigWig				released	s3://encode-public/2018/04/29/de2e81fa-d29c-4b98-93c4-14d1a93a4f01/ENCFF886TQE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/de2e81fa-d29c-4b98-93c4-14d1a93a4f01/ENCFF886TQE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF874FLM	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF615YND/	11421181	Gene Yeo, UCSD	158ce2826dcdbcaab9255b10f1ce0738		https://www.encodeproject.org/files/ENCFF874FLM/@@download/ENCFF874FLM.bigWig				released	s3://encode-public/2018/04/29/c4c97b15-5e57-430b-8791-8bf4d58cf19a/ENCFF874FLM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c4c97b15-5e57-430b-8791-8bf4d58cf19a/ENCFF874FLM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF016UFV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF072DMC/, /files/ENCFF673RJW/	1634868	Gene Yeo, UCSD	934f4d0fc597f925cd3d45d5efe0d6f6		https://www.encodeproject.org/files/ENCFF016UFV/@@download/ENCFF016UFV.bed.gz				released	s3://encode-public/2018/04/29/fbaea1ed-51bc-4475-93c5-af1cc3f9f954/ENCFF016UFV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/fbaea1ed-51bc-4475-93c5-af1cc3f9f954/ENCFF016UFV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF791WOH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF615YND/, /files/ENCFF673RJW/	1361767	Gene Yeo, UCSD	8aa38b1f268efa3b43b0b94b90b2b16c		https://www.encodeproject.org/files/ENCFF791WOH/@@download/ENCFF791WOH.bed.gz				released	s3://encode-public/2018/04/29/35baf985-4002-4d63-ba42-afa3f0bd71dc/ENCFF791WOH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/35baf985-4002-4d63-ba42-afa3f0bd71dc/ENCFF791WOH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF817TIH	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF016UFV/	3245222	Gene Yeo, UCSD	67822b5bec33876fd5802b9b4a152527		https://www.encodeproject.org/files/ENCFF817TIH/@@download/ENCFF817TIH.bigBed				released	s3://encode-public/2018/04/29/19c64063-9085-45da-b58d-df33426542ba/ENCFF817TIH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/19c64063-9085-45da-b58d-df33426542ba/ENCFF817TIH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF752JLL	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF791WOH/	2787069	Gene Yeo, UCSD	fc6589060b2da7c4554041839df488ac		https://www.encodeproject.org/files/ENCFF752JLL/@@download/ENCFF752JLL.bigBed				released	s3://encode-public/2018/04/29/3f6048fb-c199-46c8-81b3-7d9552eeb68c/ENCFF752JLL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/3f6048fb-c199-46c8-81b3-7d9552eeb68c/ENCFF752JLL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF882PEQ	bam	bam		alignments	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		35					/files/ENCFF019WXR/, /files/ENCFF166EBF/	316564224	Gene Yeo, UCSD	5c44315cd7528374bc7a938945b19af4		https://www.encodeproject.org/files/ENCFF882PEQ/@@download/ENCFF882PEQ.bam				released	s3://encode-public/2018/04/29/c4ea75d2-b2a5-4a63-9af6-5c295ce6b341/ENCFF882PEQ.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c4ea75d2-b2a5-4a63-9af6-5c295ce6b341/ENCFF882PEQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF947JHV	bam	bam		alignments	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		38					/files/ENCFF455ERC/, /files/ENCFF985BEH/	284189887	Gene Yeo, UCSD	36231872a0eef6269009cdb604dab9e3		https://www.encodeproject.org/files/ENCFF947JHV/@@download/ENCFF947JHV.bam				released	s3://encode-public/2018/04/29/f6b9b84b-4f5c-4f81-9c62-36c05e7c5e1a/ENCFF947JHV.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/f6b9b84b-4f5c-4f81-9c62-36c05e7c5e1a/ENCFF947JHV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF159YFB	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF947JHV/	10900641	Gene Yeo, UCSD	29ec492d1d52e865e5f5fb49d535f31f		https://www.encodeproject.org/files/ENCFF159YFB/@@download/ENCFF159YFB.bigWig				released	s3://encode-public/2018/04/29/9fc1f873-24f2-47b2-872b-9b3af5a5e20e/ENCFF159YFB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/9fc1f873-24f2-47b2-872b-9b3af5a5e20e/ENCFF159YFB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF393QAA	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF882PEQ/	14266183	Gene Yeo, UCSD	f29d66a9219e5f861dff17770101d496		https://www.encodeproject.org/files/ENCFF393QAA/@@download/ENCFF393QAA.bigWig				released	s3://encode-public/2018/04/29/26da6d0e-5f68-418f-b052-eeff52205e66/ENCFF393QAA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/26da6d0e-5f68-418f-b052-eeff52205e66/ENCFF393QAA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF484VYD	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF882PEQ/	14555162	Gene Yeo, UCSD	1048bebe05f6a9fa4c28111521e11efd		https://www.encodeproject.org/files/ENCFF484VYD/@@download/ENCFF484VYD.bigWig				released	s3://encode-public/2018/04/29/85bba496-e54d-45c3-bf36-efbf87651afd/ENCFF484VYD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/85bba496-e54d-45c3-bf36-efbf87651afd/ENCFF484VYD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF495SJR	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF947JHV/	11146353	Gene Yeo, UCSD	5081c282abf276cf27e04c621abe6041		https://www.encodeproject.org/files/ENCFF495SJR/@@download/ENCFF495SJR.bigWig				released	s3://encode-public/2018/04/29/ca2eba1c-baa0-4cb7-89eb-f47eeae81ba3/ENCFF495SJR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/ca2eba1c-baa0-4cb7-89eb-f47eeae81ba3/ENCFF495SJR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF073PST	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF947JHV/, /files/ENCFF217IZI/	1353465	Gene Yeo, UCSD	262083ba024b70c943ad26e6ebd18aa8		https://www.encodeproject.org/files/ENCFF073PST/@@download/ENCFF073PST.bed.gz				released	s3://encode-public/2018/04/29/5ae1bb91-ab75-4e9b-908f-e6dab0e6e1c4/ENCFF073PST.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5ae1bb91-ab75-4e9b-908f-e6dab0e6e1c4/ENCFF073PST.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF636MSJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF882PEQ/, /files/ENCFF217IZI/	1608246	Gene Yeo, UCSD	3ab9d8056e268ccd5d0963fb3bab8645		https://www.encodeproject.org/files/ENCFF636MSJ/@@download/ENCFF636MSJ.bed.gz				released	s3://encode-public/2018/04/29/3f1b8ebf-d57a-4994-baf6-e702811579eb/ENCFF636MSJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/3f1b8ebf-d57a-4994-baf6-e702811579eb/ENCFF636MSJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF163SMI	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF636MSJ/	3207637	Gene Yeo, UCSD	8db671c21fe8f03d5f538f9354124c43		https://www.encodeproject.org/files/ENCFF163SMI/@@download/ENCFF163SMI.bigBed				released	s3://encode-public/2018/04/29/31f78baa-9644-4656-a821-68523ec1b1d5/ENCFF163SMI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/31f78baa-9644-4656-a821-68523ec1b1d5/ENCFF163SMI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF480KMS	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF073PST/	2761542	Gene Yeo, UCSD	a94a5054df56ffeb39ebc448747934d6		https://www.encodeproject.org/files/ENCFF480KMS/@@download/ENCFF480KMS.bigBed				released	s3://encode-public/2018/04/29/d6c6906a-09ec-401b-bbc2-7ff75768d18d/ENCFF480KMS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/d6c6906a-09ec-401b-bbc2-7ff75768d18d/ENCFF480KMS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF351RHN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF016UFV/, /files/ENCFF673RJW/, /files/ENCFF615YND/, /files/ENCFF791WOH/, /files/ENCFF072DMC/, /files/ENCFF039QTN/	236427	Gene Yeo, UCSD	97f25fe59e2e11e823e886105d90a8ce		https://www.encodeproject.org/files/ENCFF351RHN/@@download/ENCFF351RHN.bed.gz				released	s3://encode-public/2018/06/08/f4f05a1f-8573-42f9-98ba-2314f6dd7c38/ENCFF351RHN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/f4f05a1f-8573-42f9-98ba-2314f6dd7c38/ENCFF351RHN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF323PUC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF073PST/, /files/ENCFF269URO/, /files/ENCFF947JHV/, /files/ENCFF882PEQ/, /files/ENCFF636MSJ/, /files/ENCFF217IZI/	234555	Gene Yeo, UCSD	f0e433d02e4d6f4aef0a663033b98a0a		https://www.encodeproject.org/files/ENCFF323PUC/@@download/ENCFF323PUC.bed.gz				released	s3://encode-public/2018/12/03/d49c8a68-b2be-4a1f-8adc-9cd784e6a73c/ENCFF323PUC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/d49c8a68-b2be-4a1f-8adc-9cd784e6a73c/ENCFF323PUC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF955MLC	bam	bam		alignments	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		35					/files/ENCFF318QPN/, /files/ENCFF912UMI/	150322650	Gene Yeo, UCSD	ea4d736f1831450a363e811ee8c7752b		https://www.encodeproject.org/files/ENCFF955MLC/@@download/ENCFF955MLC.bam				released	s3://encode-public/2016/03/24/39f02164-5bfc-4c4d-8920-1dd0725459f5/ENCFF955MLC.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/39f02164-5bfc-4c4d-8920-1dd0725459f5/ENCFF955MLC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF231UPL	bam	bam		alignments	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		35					/files/ENCFF507QFP/, /files/ENCFF358LEO/	189226980	Gene Yeo, UCSD	3b9ad0859ed4183a432782b52762c4cf		https://www.encodeproject.org/files/ENCFF231UPL/@@download/ENCFF231UPL.bam				released	s3://encode-public/2016/03/24/838a6544-bd6d-430b-b046-b4c52075351d/ENCFF231UPL.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/838a6544-bd6d-430b-b046-b4c52075351d/ENCFF231UPL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF710LWM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF642VTG/, /files/ENCFF514RHC/, /files/ENCFF231UPL/, /files/ENCFF075FPZ/, /files/ENCFF039QTN/, /files/ENCFF955MLC/	58590	Gene Yeo, UCSD	55cf96d5377aa85e36a1ada58dfbde8d		https://www.encodeproject.org/files/ENCFF710LWM/@@download/ENCFF710LWM.bed.gz				released	s3://encode-public/2018/06/08/da7ca271-1aa1-4c4c-bc65-9a2ae7b6a548/ENCFF710LWM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/da7ca271-1aa1-4c4c-bc65-9a2ae7b6a548/ENCFF710LWM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF807GZY	bam	bam		alignments	GRCh38	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		35					/files/ENCFF318QPN/, /files/ENCFF912UMI/	143463859	Gene Yeo, UCSD	d0663933d531ed6123dcc1e9cde44fd1		https://www.encodeproject.org/files/ENCFF807GZY/@@download/ENCFF807GZY.bam				released	s3://encode-public/2016/09/09/63a01b8d-0096-42ae-9919-90a451cd9b9b/ENCFF807GZY.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/63a01b8d-0096-42ae-9919-90a451cd9b9b/ENCFF807GZY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF410PJY	bam	bam		alignments	GRCh38	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		35					/files/ENCFF507QFP/, /files/ENCFF358LEO/	182845552	Gene Yeo, UCSD	1ec03b21e6bea4fdb6ee0e2373ba3ed7		https://www.encodeproject.org/files/ENCFF410PJY/@@download/ENCFF410PJY.bam				released	s3://encode-public/2016/09/09/59957e0e-3bdf-4b4c-8dfa-15f2f5456925/ENCFF410PJY.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/59957e0e-3bdf-4b4c-8dfa-15f2f5456925/ENCFF410PJY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF444WDD	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF955MLC/	7640446	Gene Yeo, UCSD	2efc81b531059379809298aba1fe484a		https://www.encodeproject.org/files/ENCFF444WDD/@@download/ENCFF444WDD.bigWig				released	s3://encode-public/2016/11/08/785c0cdb-8f53-4759-a9b2-e2458e98052a/ENCFF444WDD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/08/785c0cdb-8f53-4759-a9b2-e2458e98052a/ENCFF444WDD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF560LTF	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF231UPL/	11578903	Gene Yeo, UCSD	346162e65aec6560aa7a09bfe1ba5102		https://www.encodeproject.org/files/ENCFF560LTF/@@download/ENCFF560LTF.bigWig				released	s3://encode-public/2016/11/08/a517a684-40b2-4290-8065-e039d08db6c8/ENCFF560LTF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/08/a517a684-40b2-4290-8065-e039d08db6c8/ENCFF560LTF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF595XZB	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF231UPL/	11965883	Gene Yeo, UCSD	f19cf140cc8a36c20f1c58f0ecd3385c		https://www.encodeproject.org/files/ENCFF595XZB/@@download/ENCFF595XZB.bigWig				released	s3://encode-public/2016/11/09/55880602-8bf2-436b-8e8b-dbb8cf6e9f99/ENCFF595XZB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/55880602-8bf2-436b-8e8b-dbb8cf6e9f99/ENCFF595XZB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF130FUM	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR331MIC	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SF3A3-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF955MLC/	7981912	Gene Yeo, UCSD	fba34872431931375942f7af0310b49f		https://www.encodeproject.org/files/ENCFF130FUM/@@download/ENCFF130FUM.bigWig				released	s3://encode-public/2016/11/09/5735c023-e245-4d96-b612-f504c3251b8b/ENCFF130FUM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/5735c023-e245-4d96-b612-f504c3251b8b/ENCFF130FUM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
